db_id,entry_id,example_group,lang,num,text,tr_ru,tr_en
example_d74e265,entry_fænd,exampleGrp_d74e188,,,Borætæ Wyryzmægyl marynvænd yskodtoj,Бораевы замыслили убить Урузмага,the Boraevs plotted to kill Uruzmag
example_d74e281,entry_fænd,exampleGrp_d74e188,,,nyr sæwynvænd yskænæm,теперь соберемся в путь,now let's get ready to go
example_d74e300,entry_fænd,exampleGrp_d74e188,,,cy fænd kænys?,что ты намерен делать?,what do you intend to do?
example_d74e315,entry_fænd,exampleGrp_d74e188,,,jæxī fænd atardta,он настоял на своем,he had it his own way
example_d74e330,entry_fænd,exampleGrp_d74e188,os-x-digor,,"Ǧucʼunati zærændtæ æræmburd uncæ, fændæ kænun ku bajdajuncæ","старики Гуцунаевы собираются, начинают строить планы",the old Gutsunaevs gather and begin to make plans
example_d74e352,entry_fænd,exampleGrp_d74e188,os-x-digor,,"mæ cardi dærǧi racudtæn duwwæ xatti dæ fændæbæl, i duwwæ xatti dær ræduttæn",в жизни два раза я последовал твоему совету и оба раза ошибся,twice in my life I followed your advice and both times I was wrong
example_d74e374,entry_fænd,exampleGrp_d74e188,os-x-digor,,"fændi — særdæ, fændi ba zumæg…","летом ли, зимой ли…",whether in summer or winter…
example_d74e397,entry_fænd,exampleGrp_d74e188,os-x-digor,,"fændi fættæxæ, fændi fæbburæ","хочешь полети, хочешь поползи","fly if you want, crawl if you want"
example_d79e94,entry_fændiag,exampleGrp_d79e92,,,cær dæ mad æmæ dæ fydy fændiag,"живи так, как этого желают тебе мать и отец",live the way your mother and father want you to live
example_d79e109,entry_fændiag,exampleGrp_d79e92,,,znaǵy fændiag fæci,"с ним случилось то, что соответствует желанию врага",something happened to him that corresponds to the desire of the enemy
example_d79e130,entry_fændiag,exampleGrp_d79e92,,,"atæx, cū! dæ fændag rast! cær dæxī fændiag","лети же, отправляйся! добрый путь! живи, как тебе самой хочется!","fly, go! have a good journey! live as you want for yourself!"
example_d79e149,entry_fændiag,exampleGrp_d79e92,,,jæ fydy fændiag kæm væjjy fyrt dær,"сын не бывает таким, как хочется его отцу",the son is never a person his father wants him to be
example_d79e168,entry_fændiag,exampleGrp_d79e92,,,æ madi fændæwagæ wæd,пусть она будет по сердцу своей матери,let her be after her mother's heart
example_d79e188,entry_fændiag,exampleGrp_d79e92,os-x-digor,,"wæ, ʒæbæx læqwæn, dæ nijjerægæn æ fændæwagæ ku fæccærisæ","о, милый юноша, твоя мать пусть нарадуется на твою жизнь","oh, dear young man, may your mother rejoice at your life"
example_d85e86,entry_g0yrko,exampleGrp_d85e84,,,"…tūlʒ g˳yrkʼo radda, g˳yrk’o x˳y axæra","…(чтобы) дуб дал жёлудь, жёлудь поела свинья","…(so that) an oak would give an acorn, a pig ate an acorn"
example_d87e118,entry_æʒællag,exampleGrp_d87e116,,,jæ xæʒar æʒællagmæ ærtardta,свой дом (хозяйство) он довел до упадка,he brought his house (farm) to decay
example_d87e133,entry_æʒællag,exampleGrp_d87e116,,,æʒællagæj wæ waʒyn… k˳yd wyʒystūt?,я оставляю вас в бедственном положении… что будет с вами?,I leave you in distress … what will become of you?
example_d87e152,entry_æʒællag,exampleGrp_d87e116,os-x-digor,,"(fons) nuræj xwæzdær ǧudgond ku ne ʽjjafoncæ, wæd ræxgi qæbær æʒællagmæ ærxawʒænæncæ","если (скот) не получит лучшего, чем теперь, ухода, то скоро придет в плачевное состояние","if (cattle) does not receive better care than now, it will soon fall into a deplorable state"
example_d87e174,entry_æʒællag,exampleGrp_d87e116,os-x-digor,,se ʽʒællag miwtæ idardmæ iǧusuncæ,их неприглядные дела становятся известны далеко,their dirty deeds become known far away
example_d88e107,entry_ændīʒyn,exampleGrp_d88e105,,,ræxysy cægtæ dæ tūǵy fendīʒydtoj… com æmæ jæ wælarv Kurdalægonaw sændīʒæm,звенья цепи спаялись в твоей крови… пойдем спаяем его (звено) подобно небесному Курдалагону,the chain’s links were soldered with your blood… let us go solder it (the link) like heavenly Kurdalægon
example_d88e126,entry_ændīʒyn,exampleGrp_d88e105,,,næ rynḱyn ændīʒyn baidydta,наш больной стал поправляться,our sick man has started to recover
example_d91e105,entry_rwajyn,exampleGrp_d91e103,,,"kærdæg ægær raǵy k˳y nykkærdaj, wæd barwajy æmæ nīcy axady","если траву скосить слишком рано, она сседается и в ней нет проку","if the grass is mowed too early, it shrinks and there is no use in it"
example_d91e125,entry_rwajyn,exampleGrp_d91e103,,,sabitæ… bynton barwadysty,"дети совсем увяли (стали хилыми, тщедушными)","the children have completely withered (they have become frail, puny)"
example_d91e149,entry_rwajyn,exampleGrp_d91e103,,,"Sanet rwadī mætæj, fæstagmæ aftæ smællæg æmæ kʼæsæryl axīzynqom nal wyd","Санет увядала от тоски, под конец так исхудала, что не в силах была перешагнуть через порог","Sanet was withering from longing, in the end she became so thin that she could not step over the doorstep"
example_d91e178,entry_rwajyn,exampleGrp_d91e103,,,Farizet… fydbinonty xsæn baxawdī æmæ rwadī,Фаризет попала в недобрую семью и увядала,Farizet got into an unkind family and withered
example_d96e101,entry_ævdasarm,exampleGrp_d96e99,,,"syrdy (syḱʼījy) akʼærtt kodta, yswængtæ jæ kodta æmæ jyn jæ ævdasarmæj fīzonǵytæ saræzta","зверя (серну) он распотрошил, расчленил и из его %sævdаsаrm%s'а сделал шашлык","he disemboweled, dismembered the beast (chamois), and made shashlik of its %sævdаsаrm%s"
example_d98e144,entry_īnnæ,exampleGrp_d98e142,,,īnnæ avd æddædær axodæn fycync,другие семеро (юношей) поодаль варят завтрак,the other seven (boys) make breakfast at some distance
example_d98e163,entry_īnnæ,exampleGrp_d98e142,os-x-digor,,īnnæ fonʒej dær sæ xestæri fændagbæl rarvista,остальных пятерых он также отправил по пути старшего,he also sent the other five after the oldest one
example_d98e185,entry_īnnæ,exampleGrp_d98e142,os-x-digor,,"Asægo ew nadbæl randæj, je ‘mbaltæ babæj īnnæ nadbæl","Асаго пошел по одной дороге, а его товарищи вновь по другой",Asago took one road and his comrades again took the other one
example_d99e97,entry_berinʒun,exampleGrp_d99e95,,,i biccew æxe raberixtitæ kodta ma æ avdæni færstæ ratudta,мальчик потянулся и оторвал бока своей колыбели,a boy stretched himself and pulled away the sides of his cradle
example_d101e97,entry_goʒy-kʼax,exampleGrp_d101e95,,,"cʼyf fadqūltæj fæwældær, æmæ aǧ˳ystmæ cæwync ærmæst goʒy-kʼæxtyl","грязь — выше лодыжек, и в помещение проходят только на ходулях","dirt is higher than the ankles, and people enter the room only on stilts"
example_d101e116,entry_goʒy-kʼax,exampleGrp_d101e95,,,"læppūtæ fæwajync rænq-rænq tyrysatīmæ, se ʽppæt dær goʒy-kʼæxtyl","ребята бегут рядами со знаменами, все на ходулях","children run in rows with banners, they are all on stilts"
example_d102e150,entry_lopʼo,exampleGrp_d102e148,,,nyvondy sær nyllopʼo kænync æmæ je ‘fsær axīcæn kænync,голову жертвенного животного очищают от шерсти и отделяют челюсть,they clear the head of the sacrificial animal of hair and separate the jaw
example_d103e110,entry_gærtam,exampleGrp_d103e108,,,ræsuǧd Bela gærtam wydi,красавица Бэла послужила взяткой,beautiful Bela served as a bribe
example_d105e145,entry_ræstmæ,exampleGrp_d105e143,,,q˳yddag næ færæstmæ,дело не сладилось,things did not work out
example_d105e164,entry_ræstmæ,exampleGrp_d105e143,,,"wajtaǧd æj bambærstoj Xetæǵy æmgartæ, Xetæǵy farnæj ræstmæ kæj ū q˳yddag","тотчас поняли друзья Хетага, что благодаря фарну Хетага дело (со сватовством) идет на лад","Khetag’s friends immediately realized that thanks to Khetæg’s farn, things (with matchmaking) were going smoothly"
example_d105e195,entry_ræstmæ,exampleGrp_d105e143,,,"Sadullæ cwan kænyn ærymysyd…, æmæ jyn ræstmæ dær fæcī","Садулла надумал заняться охотой, и дело у него пошло на лад (успешно)","Sadulla decided to take up hunting, and things went well for him (successfully)"
example_d105e220,entry_ræstmæ,exampleGrp_d105e143,,,bajwærstam x˳ymtæ æmæ myn ræstmæ xaj næ dæddync,"мы поделили пашни, но мне не дают хорошей (приемлемой, приличной) части","we have divided the arable land, but they don’t give me a good (acceptable, decent) part"
example_d105e311,entry_ræstmæ,exampleGrp_d105e143,,,"adæmæj ḱī ræstmæ arxajy, ḱī zyǧ˳ymmæ","из людей кто действует на благо, а кто на зло (навыворот)","of people who act for good, and who act for evil (inverted)"
example_d106e108,entry_baryn,exampleGrp_d106e106,,,īwmæjag zæxx īw ærbarsta mæng barænæj,общественную землю он отмеривал неверной мерой,he measured common land in a wrong way
example_d106e127,entry_baryn,exampleGrp_d106e106,,,"cy barænæj barat, ūmæj wyn ysbarʒysty","какою мерою мерите, такою отмерено будет вам","with what measure ye mete, it shall be measured to you"
example_d106e146,entry_baryn,exampleGrp_d106e106,os-x-digor,,carvi fædgæ din fusi wæcʼæyæj næ rabarʒinan,мы не отмерим тебе дани маслом в желудке овцы,we won't measure you the tribute by the butter in sheep's stomach
example_d106e172,entry_baryn,exampleGrp_d106e170,,,sont rædydæn — barst,бессознательному проступку— прощение,forgiveness to unconscious misconduct
example_d106e191,entry_baryn,exampleGrp_d106e170,,,"Xucaw bīræ bary, fælæ ægær tærīǧæd næ bary","Бог многое прощает, но чрезмерного злодеяния не прощает","God forgives many things, but he does not forgive excessive crime"
example_d106e210,entry_baryn,exampleGrp_d106e170,,,nybbar myn,прости мне,forgive me
example_d106e229,entry_baryn,exampleGrp_d106e170,,,wæ k˳yvd barst wæt!,да будет ваше пиршество угодно („прощено“) (Богу),"may your feast be pleasing (""forgiven"") (to God)"
